Drug_UMLS_CUI,Gene_UMLS_CUI,GROUNDTRUTH
C0077410,C1415009,0
C0077410,C1417647,0
C0077410,C1420527,0
C0077410,C1412691,0
C0077410,C1418674,0
C0077410,C1418469,0
C0077410,C1418470,0
C0077410,C1414085,0
C0077410,C3469975,0
C0077410,C1420150,0
C2744440,C1538301,0
C2744440,C1415012,0
C2744440,C1415009,0
C2744440,C1417647,0
C2744440,C1420527,0
C2744440,C1412691,0
C2744440,C1418674,0
C2744440,C1418469,0
C2744440,C1418470,0
C2744440,C1414085,0
C2744440,C3469975,0
C2744440,C1420150,0
C2930696,C1538301,0
C2930696,C1415012,0
C2930696,C1412339,0
C2930696,C1415009,0
C2930696,C1417647,0
C2930696,C1420527,0
C2930696,C1412691,0
C2930696,C1418674,0
C2930696,C1418469,0
C2930696,C1418470,0
C2930696,C1414085,0
C2930696,C3469975,0
C2930696,C1420150,0
C0038878,C1538301,0
C0038878,C1415012,0
C0038878,C1415009,0
C0038878,C1417647,0
C0038878,C1420527,0
C0038878,C1412691,0
C0038878,C1418674,0
C0038878,C1418469,0
C0038878,C1418470,0
C0038878,C1414085,0
C0038878,C3469975,0
C0038878,C1420150,0
C0014912,C1538301,0
C0014912,C1415012,0
C0014912,C1412339,0
C0014912,C1415009,0
C0014912,C1417647,0
C0014912,C1420527,0
C0014912,C1412691,0
C0014912,C1418674,0
C0014912,C1418469,0
C0014912,C1418470,0
C0014912,C1414085,0
C0014912,C3469975,0
C0014912,C1420150,0
C0075616,C1538301,0
C0075616,C1415012,0
C0075616,C1415009,0
C0075616,C1417647,0
C0075616,C1420527,0
C0075616,C1412691,0
C0075616,C1418674,0
C0075616,C1418469,0
C0075616,C1418470,0
C0075616,C1414085,0
C0075616,C3469975,0
C0075616,C1420150,0
C0076959,C1538301,0
C0076959,C1415012,0
C0076959,C1415009,0
C0076959,C1417647,0
C0076959,C1420527,0
C0076959,C1412691,0
C0076959,C1418674,0
C0076959,C1418469,0
C0076959,C1418470,0
C0076959,C1414085,0
C0076959,C3469975,0
C0076959,C1420150,0
C0061328,C1538301,0
C0061328,C1415012,0
C0061328,C1415009,0
C0061328,C1417647,0
C0061328,C1420527,0
C0061328,C1412691,0
C0061328,C1418674,0
C0061328,C1418469,0
C0061328,C1418470,0
C0061328,C1414085,0
C0061328,C3469975,0
C0061328,C1420150,0
C0699278,C1538301,0
C0699278,C1415012,0
C0699278,C1415009,0
C0699278,C1417647,0
C0699278,C1420527,0
C0699278,C1412691,0
C0699278,C1418674,0
C0699278,C1418469,0
C0699278,C1418470,0
C0699278,C1414085,0
C0699278,C3469975,0
C0699278,C1420150,0
C4519897,C1538301,0
C4519897,C1415012,0
C4519897,C1415009,0
C4519897,C1417647,0
C4519897,C1420527,0
C4519897,C1412691,0
C4519897,C1418674,0
C4519897,C1418469,0
C4519897,C1418470,0
C4519897,C1414085,0
C4519897,C3469975,0
C4519897,C1420150,0
C0063242,C1538301,0
C0063242,C1415012,0
C0063242,C1415009,0
C0063242,C1417647,0
C0063242,C1420527,0
C0063242,C1412691,0
C0063242,C1418674,0
C0063242,C1418469,0
C0063242,C1418470,0
C0063242,C1414085,0
C0063242,C3469975,0
C0063242,C1420150,0
C0050175,C1538301,0
C0050175,C1415012,0
C0050175,C1415009,0
C0050175,C1417647,0
C0050175,C1420527,0
C0050175,C1412691,0
C0050175,C1418674,0
C0050175,C1418469,0
C0050175,C1418470,0
C0050175,C1414085,0
C0050175,C3469975,0
C0050175,C1420150,0
C1516481,C1538301,0
C1516481,C1415012,0
C1516481,C1415009,0
C1516481,C1417647,0
C1516481,C1420527,0
C1516481,C1412691,0
C1516481,C1418674,0
C1516481,C1418469,0
C1516481,C1418470,0
C1516481,C1414085,0
C1516481,C3469975,0
C1516481,C1420150,0
C0031990,C1538301,0
C0031990,C1415012,0
C0031990,C1415009,0
C0031990,C1417647,0
C0031990,C1420527,0
C0031990,C1412691,0
C0031990,C1418674,0
C0031990,C1418469,0
C0031990,C1418470,0
C0031990,C1414085,0
C0031990,C3469975,0
C0031990,C1420150,0
C2699132,C1538301,0
C2699132,C1415012,0
C2699132,C1415009,0
C2699132,C1417647,0
C2699132,C1420527,0
C2699132,C1412691,0
C2699132,C1418674,0
C2699132,C1418469,0
C2699132,C1418470,0
C2699132,C1414085,0
C2699132,C3469975,0
C2699132,C1420150,0
C2698841,C1538301,0
C2698841,C1415012,0
C2698841,C1415009,0
C2698841,C1417647,0
C2698841,C1420527,0
C2698841,C1412691,0
C2698841,C1418674,0
C2698841,C1418469,0
C2698841,C1418470,0
C2698841,C1414085,0
C2698841,C3469975,0
C2698841,C1420150,0
C0051027,C1538301,0
C0051027,C1415012,0
C0051027,C1415009,0
C0051027,C1417647,0
C0051027,C1420527,0
C0051027,C1412691,0
C0051027,C1418674,0
C0051027,C1418469,0
C0051027,C1418470,0
C0051027,C1414085,0
C0051027,C3469975,0
C0051027,C1420150,0
C0025684,C1538301,0
C0025684,C1415012,0
C0025684,C1415009,0
C0025684,C1417647,0
C0025684,C1420527,0
C0025684,C1412691,0
C0025684,C1418674,0
C0025684,C1418469,0
C0025684,C1418470,0
C0025684,C1414085,0
C0025684,C3469975,0
C0025684,C1420150,0
C0069456,C1538301,0
C0069456,C1415012,0
C0069456,C1415009,0
C0069456,C1417647,0
C0069456,C1420527,0
C0069456,C1412691,0
C0069456,C1418674,0
C0069456,C1418469,0
C0069456,C1418470,0
C0069456,C1414085,0
C0069456,C3469975,0
C0069456,C1420150,0
C4490578,C1538301,0
C4490578,C1415012,0
C4490578,C1415009,0
C4490578,C1417647,0
C4490578,C1420527,0
C4490578,C1412691,0
C4490578,C1418674,0
C4490578,C1418469,0
C4490578,C1418470,0
C4490578,C1414085,0
C4490578,C3469975,0
C4490578,C1420150,0
C0039771,C1538301,0
C0039771,C1415012,0
C0039771,C1412339,0
C0039771,C1415009,0
C0039771,C1417647,0
C0039771,C1420527,0
C0039771,C1412691,0
C0039771,C1418674,0
C0039771,C1418469,0
C0039771,C1418470,0
C0039771,C1414085,0
C0039771,C3469975,0
C0039771,C1420150,0
C0041942,C1538301,0
C0041942,C1415012,0
C0041942,C1415009,0
C0041942,C1417647,0
C0041942,C1420527,0
C0041942,C1412691,0
C0041942,C1418674,0
C0041942,C1418469,0
C0041942,C1418470,0
C0041942,C1414085,0
C0041942,C3469975,0
C0041942,C1420150,0
C0046100,C1538301,0
C0046100,C1415012,0
C0046100,C1415009,0
C0046100,C1417647,0
C0046100,C1420527,0
C0046100,C1412691,0
C0046100,C1418674,0
C0046100,C1418469,0
C0046100,C1418470,0
C0046100,C1414085,0
C0046100,C3469975,0
C0046100,C1420150,0
C0051821,C1538301,0
C0051821,C1415012,0
C0051821,C1415009,0
C0051821,C1417647,0
C0051821,C1420527,0
C0051821,C1412691,0
C0051821,C1418674,0
C0051821,C1418469,0
C0051821,C1418470,0
C0051821,C1414085,0
C0051821,C3469975,0
C0051821,C1420150,0
C0006949,C1538301,0
C0006949,C1415012,0
C0006949,C1412339,0
C0006949,C1415009,0
C0006949,C1417647,0
C0006949,C1420527,0
C0006949,C1412691,0
C0006949,C1418674,0
C0006949,C1418469,0
C0006949,C1418470,0
C0006949,C1414085,0
C0006949,C3469975,0
C0006949,C1420150,0
C1144149,C1538301,0
C1144149,C1415012,0
C1144149,C1415009,0
C1144149,C1417647,0
C1144149,C1420527,0
C1144149,C1412691,0
C1144149,C1418674,0
C1144149,C1418469,0
C1144149,C1418470,0
C1144149,C1414085,0
C1144149,C3469975,0
C1144149,C1420150,0
C1451497,C1538301,0
C1451497,C1415012,0
C1451497,C1415009,0
C1451497,C1417647,0
C1451497,C1420527,0
C1451497,C1412691,0
C1451497,C1418674,0
C1451497,C1418469,0
C1451497,C1418470,0
C1451497,C1414085,0
C1451497,C3469975,0
C1451497,C1420150,0
C0059865,C1538301,0
C0059865,C1415012,0
C0059865,C1415009,0
C0059865,C1417647,0
C0059865,C1420527,0
C0059865,C1412691,0
C0059865,C1418674,0
C0059865,C1418469,0
C0059865,C1418470,0
C0059865,C1414085,0
C0059865,C3469975,0
C0059865,C1420150,0
C3818721,C1538301,0
C3818721,C1415012,0
C3818721,C1415009,0
C3818721,C1417647,0
C3818721,C1420527,0
C3818721,C1412691,0
C3818721,C1418674,0
C3818721,C1418469,0
C3818721,C1418470,0
C3818721,C1414085,0
C3818721,C3469975,0
C3818721,C1420150,0
C2980094,C1538301,0
C2980094,C1415012,0
C2980094,C1415009,0
C2980094,C1417647,0
C2980094,C1420527,0
C2980094,C1412691,0
C2980094,C1418674,0
C2980094,C1418469,0
C2980094,C1418470,0
C2980094,C1414085,0
C2980094,C3469975,0
C2980094,C1420150,0
C2350040,C1538301,0
C2350040,C1415012,0
C2350040,C1415009,0
C2350040,C1417647,0
C2350040,C1420527,0
C2350040,C1412691,0
C2350040,C1418674,0
C2350040,C1418469,0
C2350040,C1418470,0
C2350040,C1414085,0
C2350040,C3469975,0
C2350040,C1420150,0
C2825622,C1538301,0
C2825622,C1415012,0
C2825622,C1415009,0
C2825622,C1417647,0
C2825622,C1420527,0
C2825622,C1412691,0
C2825622,C1418674,0
C2825622,C1418469,0
C2825622,C1418470,0
C2825622,C1414085,0
C2825622,C3469975,0
C2825622,C1420150,0
C0073983,C1538301,0
C0073983,C1415012,0
C0073983,C1415009,0
C0073983,C1417647,0
C0073983,C1420527,0
C0073983,C1412691,0
C0073983,C1418674,0
C0073983,C1418469,0
C0073983,C1418470,0
C0073983,C1414085,0
C0073983,C3469975,0
C0073983,C1420150,0
C0025805,C1538301,0
C0025805,C1415012,0
C0025805,C1415009,0
C0025805,C1417647,0
C0025805,C1420527,0
C0025805,C1412691,0
C0025805,C1418674,0
C0025805,C1418469,0
C0025805,C1418470,0
C0025805,C1414085,0
C0025805,C3469975,0
C0025805,C1420150,0
C0033124,C1538301,0
C0033124,C1415012,0
C0033124,C1415009,0
C0033124,C1417647,0
C0033124,C1420527,0
C0033124,C1412691,0
C0033124,C1418674,0
C0033124,C1418469,0
C0033124,C1418470,0
C0033124,C1414085,0
C0033124,C3469975,0
C0033124,C1420150,0
C1313052,C1538301,0
C1313052,C1415012,0
C1313052,C1415009,0
C1313052,C1417647,0
C1313052,C1420527,0
C1313052,C1412691,0
C1313052,C1418674,0
C1313052,C1418469,0
C1313052,C1418470,0
C1313052,C1414085,0
C1313052,C3469975,0
C1313052,C1420150,0
C4550958,C1538301,0
C4550958,C1420527,0
C4550958,C1418469,0
C4550958,C1418470,0
C4550958,C1414085,0
C4550958,C3469975,0
C4550958,C1420150,0
C0010976,C1538301,0
C0010976,C1415012,0
C0010976,C1412339,0
C0010976,C1415009,0
C0010976,C1417647,0
C0010976,C1420527,0
C0010976,C1412691,0
C0010976,C1418674,0
C0010976,C1418469,0
C0010976,C1418470,0
C0010976,C1414085,0
C0010976,C3469975,0
C0010976,C1420150,0
C0076110,C1538301,0
C0076110,C1415012,0
C0076110,C1415009,0
C0076110,C1417647,0
C0076110,C1420527,0
C0076110,C1412691,0
C0076110,C1418674,0
C0076110,C1418469,0
C0076110,C1418470,0
C0076110,C1414085,0
C0076110,C3469975,0
C0076110,C1420150,0
C0050559,C1538301,0
C0050559,C1415012,0
C0050559,C1415009,0
C0050559,C1417647,0
C0050559,C1420527,0
C0050559,C1412691,0
C0050559,C1418674,0
C0050559,C1418469,0
C0050559,C1418470,0
C0050559,C1414085,0
C0050559,C3469975,0
C0050559,C1420150,0
C0373704,C1538301,0
C0373704,C1415012,0
C0373704,C1415009,0
C0373704,C1417647,0
C0373704,C1420527,0
C0373704,C1412691,0
C0373704,C1418674,0
C0373704,C1418469,0
C0373704,C1418470,0
C0373704,C1414085,0
C0373704,C3469975,0
C0373704,C1420150,0
C0753448,C1538301,0
C0753448,C1415012,0
C0753448,C1415009,0
C0753448,C1417647,0
C0753448,C1420527,0
C0753448,C1412691,0
C0753448,C1418674,0
C0753448,C1418469,0
C0753448,C1418470,0
C0753448,C1414085,0
C0753448,C3469975,0
C0753448,C1420150,0
C0085994,C1538301,0
C0085994,C1415012,0
C0085994,C1415009,0
C0085994,C1417647,0
C0085994,C1420527,0
C0085994,C1412691,0
C0085994,C1418674,0
C0085994,C1418469,0
C0085994,C1418470,0
C0085994,C1414085,0
C0085994,C3469975,0
C0085994,C1420150,0
C4080009,C1538301,0
C4080009,C1415012,0
C4080009,C1415009,0
C4080009,C1417647,0
C4080009,C1420527,0
C4080009,C1412691,0
C4080009,C1418674,0
C4080009,C1418469,0
C4080009,C1418470,0
C4080009,C1414085,0
C4080009,C3469975,0
C4080009,C1420150,0
C0062095,C1538301,0
C0062095,C1415012,0
C0062095,C1415009,0
C0062095,C1417647,0
C0062095,C1420527,0
C0062095,C1412691,0
C0062095,C1418674,0
C0062095,C1418469,0
C0062095,C1418470,0
C0062095,C1414085,0
C0062095,C3469975,0
C0062095,C1420150,0
C0040341,C1538301,0
C0040341,C1415012,0
C0040341,C1415009,0
C0040341,C1417647,0
C0040341,C1420527,0
C0040341,C1412691,0
C0040341,C1418674,0
C0040341,C1418469,0
C0040341,C1418470,0
C0040341,C1414085,0
C0040341,C3469975,0
C0040341,C1420150,0
C3489682,C1538301,0
C3489682,C1415012,0
C3489682,C1415009,0
C3489682,C1417647,0
C3489682,C1420527,0
C3489682,C1412691,0
C3489682,C1418674,0
C3489682,C1418469,0
C3489682,C1418470,0
C3489682,C1414085,0
C3489682,C3469975,0
C3489682,C1420150,0
C0051200,C1538301,0
C0051200,C1415012,0
C0051200,C1412339,0
C0051200,C1415009,0
C0051200,C1417647,0
C0051200,C1420527,0
C0051200,C1412691,0
C0051200,C1418674,0
C0051200,C1418469,0
C0051200,C1418470,0
C0051200,C1414085,0
C0051200,C3469975,0
C0051200,C1420150,0
C2931926,C1538301,0
C2931926,C1415012,0
C2931926,C1415009,0
C2931926,C1417647,0
C2931926,C1420527,0
C2931926,C1412691,0
C2931926,C1418674,0
C2931926,C1418469,0
C2931926,C1418470,0
C2931926,C1414085,0
C2931926,C3469975,0
C2931926,C1420150,0
C0046237,C1538301,0
C0046237,C1415012,0
C0046237,C1415009,0
C0046237,C1417647,0
C0046237,C1420527,0
C0046237,C1412691,0
C0046237,C1418674,0
C0046237,C1418469,0
C0046237,C1418470,0
C0046237,C1414085,0
C0046237,C3469975,0
C0046237,C1420150,0
C0005575,C1538301,0
C0005575,C1415012,0
C0005575,C1412339,0
C0005575,C1415009,0
C0005575,C1417647,0
C0005575,C1420527,0
C0005575,C1412691,0
C0005575,C1418674,0
C0005575,C1418469,0
C0005575,C1418470,0
C0005575,C1414085,0
C0005575,C3469975,0
C0005575,C1420150,0
C4079854,C1538301,0
C4079854,C1415012,0
C4079854,C1415009,0
C4079854,C1417647,0
C4079854,C1420527,0
C4079854,C1412691,0
C4079854,C1418674,0
C4079854,C1418469,0
C4079854,C1418470,0
C4079854,C1414085,0
C4079854,C3469975,0
C4079854,C1420150,0
C0010711,C1538301,0
C0010711,C1415012,0
C0010711,C1415009,0
C0010711,C1417647,0
C0010711,C1420527,0
C0010711,C1412691,0
C0010711,C1418674,0
C0010711,C1418469,0
C0010711,C1418470,0
C0010711,C1414085,0
C0010711,C3469975,0
C0010711,C1420150,0
C0376160,C1538301,0
C0376160,C1415012,0
C0376160,C1415009,0
C0376160,C1417647,0
C0376160,C1420527,0
C0376160,C1412691,0
C0376160,C1418674,0
C0376160,C1418469,0
C0376160,C1418470,0
C0376160,C1414085,0
C0376160,C3469975,0
C0376160,C1420150,0
C0740123,C1538301,0
C0740123,C1415012,0
C0740123,C1415009,0
C0740123,C1417647,0
C0740123,C1420527,0
C0740123,C1412691,0
C0740123,C1418674,0
C0740123,C1418469,0
C0740123,C1418470,0
C0740123,C1414085,0
C0740123,C3469975,0
C0740123,C1420150,0
C0076829,C1538301,0
C0076829,C1415012,0
C0076829,C1415009,0
C0076829,C1417647,0
C0076829,C1420527,0
C0076829,C1412691,0
C0076829,C1418674,0
C0076829,C1418469,0
C0076829,C1418470,0
C0076829,C1414085,0
C0076829,C3469975,0
C0076829,C1420150,0
C4255875,C1538301,0
C4255875,C1415012,0
C4255875,C1415009,0
C4255875,C1417647,0
C4255875,C1420527,0
C4255875,C1412691,0
C4255875,C1418674,0
C4255875,C1418469,0
C4255875,C1418470,0
C4255875,C1414085,0
C4255875,C3469975,0
C4255875,C1420150,0
C0039854,C1538301,0
C0039854,C1415012,0
C0039854,C1415009,0
C0039854,C1417647,0
C0039854,C1420527,0
C0039854,C1412691,0
C0039854,C1418674,0
C0039854,C1418469,0
C0039854,C1418470,0
C0039854,C1414085,0
C0039854,C3469975,0
C0039854,C1420150,0
C4519138,C1538301,0
C4519138,C1415012,0
C4519138,C1415009,0
C4519138,C1417647,0
C4519138,C1420527,0
C4519138,C1412691,0
C4519138,C1418674,0
C4519138,C1418469,0
C4519138,C1418470,0
C4519138,C1414085,0
C4519138,C3469975,0
C4519138,C1420150,0
C5139717,C1538301,0
C5139717,C1415012,0
C5139717,C1415009,0
C5139717,C1417647,0
C5139717,C1420527,0
C5139717,C1412691,0
C5139717,C1418674,0
C5139717,C1418469,0
C5139717,C1418470,0
C5139717,C1414085,0
C5139717,C3469975,0
C5139717,C1420150,0
C4742219,C1538301,0
C4742219,C1415012,0
C4742219,C1415009,0
C4742219,C1417647,0
C4742219,C1420527,0
C4742219,C1412691,0
C4742219,C1418674,0
C4742219,C1418469,0
C4742219,C1418470,0
C4742219,C1414085,0
C4742219,C3469975,0
C4742219,C1420150,0
C1738934,C1538301,0
C1738934,C1415012,0
C1738934,C1415009,0
C1738934,C1417647,0
C1738934,C1420527,0
C1738934,C1412691,0
C1738934,C1418674,0
C1738934,C1418469,0
C1738934,C1418470,0
C1738934,C1414085,0
C1738934,C3469975,0
C1738934,C1420150,0
C0006931,C1538301,0
C0006931,C1415012,0
C0006931,C1415009,0
C0006931,C1417647,0
C0006931,C1420527,0
C0006931,C1412691,0
C0006931,C1418674,0
C0006931,C1418469,0
C0006931,C1418470,0
C0006931,C1414085,0
C0006931,C3469975,0
C0006931,C1420150,0
C4255568,C1538301,0
C4255568,C1415012,0
C4255568,C1415009,0
C4255568,C1417647,0
C4255568,C1420527,0
C4255568,C1412691,0
C4255568,C1418674,0
C4255568,C1418469,0
C4255568,C1418470,0
C4255568,C1414085,0
C4255568,C3469975,0
C4255568,C1420150,0
C0148345,C1538301,0
C0148345,C1415012,0
C0148345,C1415009,0
C0148345,C1417647,0
C0148345,C1420527,0
C0148345,C1412691,0
C0148345,C1418674,0
C0148345,C1418469,0
C0148345,C1418470,0
C0148345,C1414085,0
C0148345,C3469975,0
C0148345,C1420150,0
C0099808,C1538301,0
C0099808,C1415012,0
C0099808,C1415009,0
C0099808,C1417647,0
C0099808,C1420527,0
C0099808,C1412691,0
C0099808,C1418674,0
C0099808,C1418469,0
C0099808,C1418470,0
C0099808,C1414085,0
C0099808,C3469975,0
C0099808,C1420150,0
C0026400,C1538301,0
C0026400,C1415012,0
C0026400,C1415009,0
C0026400,C1417647,0
C0026400,C1420527,0
C0026400,C1412691,0
C0026400,C1418674,0
C0026400,C1418469,0
C0026400,C1418470,0
C0026400,C1414085,0
C0026400,C3469975,0
C0026400,C1420150,0
C0036078,C1538301,0
C0036078,C1415012,0
C0036078,C1415009,0
C0036078,C1417647,0
C0036078,C1420527,0
C0036078,C1412691,0
C0036078,C1418674,0
C0036078,C1418469,0
C0036078,C1418470,0
C0036078,C1414085,0
C0036078,C3469975,0
C0036078,C1420150,0
C4255998,C1538301,0
C4255998,C1415012,0
C4255998,C1415009,0
C4255998,C1417647,0
C4255998,C1420527,0
C4255998,C1412691,0
C4255998,C1418674,0
C4255998,C1418469,0
C4255998,C1418470,0
C4255998,C1414085,0
C4255998,C3469975,0
C4255998,C1420150,0
C0015020,C1538301,0
C0015020,C1415012,0
C0015020,C1415009,0
C0015020,C1417647,0
C0015020,C1420527,0
C0015020,C1412691,0
C0015020,C1418674,0
C0015020,C1418469,0
C0015020,C1418470,0
C0015020,C1414085,0
C0015020,C3469975,0
C0015020,C1420150,0
C0123931,C1538301,0
C0123931,C1415012,0
C0123931,C1415009,0
C0123931,C1417647,0
C0123931,C1420527,0
C0123931,C1412691,0
C0123931,C1418674,0
C0123931,C1418469,0
C0123931,C1418470,0
C0123931,C1414085,0
C0123931,C3469975,0
C0123931,C1420150,0
C0054616,C1538301,0
C0054616,C1415012,0
C0054616,C1415009,0
C0054616,C1417647,0
C0054616,C1420527,0
C0054616,C1412691,0
C0054616,C1418674,0
C0054616,C1418469,0
C0054616,C1418470,0
C0054616,C1414085,0
C0054616,C3469975,0
C0054616,C1420150,0
C4255898,C1538301,0
C4255898,C1415012,0
C4255898,C1415009,0
C4255898,C1417647,0
C4255898,C1420527,0
C4255898,C1412691,0
C4255898,C1418674,0
C4255898,C1418469,0
C4255898,C1418470,0
C4255898,C1414085,0
C4255898,C3469975,0
C4255898,C1420150,0
C1609861,C1538301,0
C1609861,C1415012,0
C1609861,C1415009,0
C1609861,C1417647,0
C1609861,C1420527,0
C1609861,C1412691,0
C1609861,C1418674,0
C1609861,C1418469,0
C1609861,C1418470,0
C1609861,C1414085,0
C1609861,C3469975,0
C1609861,C1420150,0
C0075429,C1538301,0
C0075429,C1420527,0
C0075429,C1418469,0
C0075429,C1418470,0
C0075429,C1414085,0
C0075429,C3469975,0
C0075429,C1420150,0
C3864824,C1538301,0
C3864824,C1415012,0
C3864824,C1415009,0
C3864824,C1417647,0
C3864824,C1420527,0
C3864824,C1412691,0
C3864824,C1418674,0
C3864824,C1418469,0
C3864824,C1418470,0
C3864824,C1414085,0
C3864824,C3469975,0
C3864824,C1420150,0
C0023556,C1538301,0
C0023556,C1415012,0
C0023556,C1415009,0
C0023556,C1417647,0
C0023556,C1420527,0
C0023556,C1412691,0
C0023556,C1418674,0
C0023556,C1418469,0
C0023556,C1418470,0
C0023556,C1414085,0
C0023556,C3469975,0
C0023556,C1420150,0
C3272640,C1538301,0
C3272640,C1415012,0
C3272640,C1415009,0
C3272640,C1417647,0
C3272640,C1420527,0
C3272640,C1412691,0
C3272640,C1418674,0
C3272640,C1418469,0
C3272640,C1418470,0
C3272640,C1414085,0
C3272640,C3469975,0
C3272640,C1420150,0
C0059985,C1538301,0
C0059985,C1415012,0
C0059985,C1415009,0
C0059985,C1417647,0
C0059985,C1420527,0
C0059985,C1412691,0
C0059985,C1418674,0
C0059985,C1418469,0
C0059985,C1418470,0
C0059985,C1414085,0
C0059985,C3469975,0
C0059985,C1420150,0
C2718773,C1538301,0
C2718773,C1415012,0
C2718773,C1412339,0
C2718773,C1415009,0
C2718773,C1417647,0
C2718773,C1420527,0
C2718773,C1412691,0
C2718773,C1418674,0
C2718773,C1418469,0
C2718773,C1418470,0
C2718773,C1414085,0
C2718773,C3469975,0
C2718773,C1420150,0
C2973564,C1538301,0
C2973564,C1415012,0
C2973564,C1415009,0
C2973564,C1417647,0
C2973564,C1420527,0
C2973564,C1412691,0
C2973564,C1418674,0
C2973564,C1418469,0
C2973564,C1418470,0
C2973564,C1414085,0
C2973564,C3469975,0
C2973564,C1420150,0
C0008275,C1538301,0
C0008275,C1415012,0
C0008275,C1415009,0
C0008275,C1417647,0
C0008275,C1420527,0
C0008275,C1412691,0
C0008275,C1418674,0
C0008275,C1418469,0
C0008275,C1418470,0
C0008275,C1414085,0
C0008275,C3469975,0
C0008275,C1420150,0
C2698692,C1538301,0
C2698692,C1415012,0
C2698692,C1415009,0
C2698692,C1417647,0
C2698692,C1420527,0
C2698692,C1412691,0
C2698692,C1418674,0
C2698692,C1418469,0
C2698692,C1418470,0
C2698692,C1414085,0
C2698692,C3469975,0
C2698692,C1420150,0
C1955474,C1538301,0
C1955474,C1415012,0
C1955474,C1415009,0
C1955474,C1417647,0
C1955474,C1420527,0
C1955474,C1412691,0
C1955474,C1418674,0
C1955474,C1418469,0
C1955474,C1418470,0
C1955474,C1414085,0
C1955474,C3469975,0
C1955474,C1420150,0
C0058903,C1538301,0
C0058903,C1420527,0
C0058903,C1418469,0
C0058903,C1418470,0
C0058903,C1414085,0
C0058903,C3469975,0
C0058903,C1420150,0
C0070455,C1538301,0
C0070455,C1415012,0
C0070455,C1415009,0
C0070455,C1417647,0
C0070455,C1420527,0
C0070455,C1412691,0
C0070455,C1418674,0
C0070455,C1418469,0
C0070455,C1418470,0
C0070455,C1414085,0
C0070455,C3469975,0
C0070455,C1420150,0
C2936870,C1538301,0
C2936870,C1415012,0
C2936870,C1415009,0
C2936870,C1417647,0
C2936870,C1420527,0
C2936870,C1412691,0
C2936870,C1418674,0
C2936870,C1418469,0
C2936870,C1418470,0
C2936870,C1414085,0
C2936870,C3469975,0
C2936870,C1420150,0
C0057610,C1538301,0
C0057610,C1415012,0
C0057610,C1415009,0
C0057610,C1417647,0
C0057610,C1420527,0
C0057610,C1412691,0
C0057610,C1418674,0
C0057610,C1418469,0
C0057610,C1418470,0
C0057610,C1414085,0
C0057610,C3469975,0
C0057610,C1420150,0
C4278675,C1538301,0
C4278675,C1415012,0
C4278675,C1415009,0
C4278675,C1417647,0
C4278675,C1420527,0
C4278675,C1412691,0
C4278675,C1418674,0
C4278675,C1418469,0
C4278675,C1418470,0
C4278675,C1414085,0
C4278675,C3469975,0
C4278675,C1420150,0
C0081489,C1538301,0
C0081489,C1415012,0
C0081489,C1415009,0
C0081489,C1417647,0
C0081489,C1420527,0
C0081489,C1412691,0
C0081489,C1418674,0
C0081489,C1418469,0
C0081489,C1418470,0
C0081489,C1414085,0
C0081489,C3469975,0
C0081489,C1420150,0
C0128513,C1538301,0
C0128513,C1415012,0
C0128513,C1412339,0
C0128513,C1415009,0
C0128513,C1417647,0
C0128513,C1420527,0
C0128513,C1412691,0
C0128513,C1418674,0
C0128513,C1418469,0
C0128513,C1418470,0
C0128513,C1414085,0
C0128513,C3469975,0
C0128513,C1420150,0
C4519323,C1538301,0
C4519323,C1415012,0
C4519323,C1415009,0
C4519323,C1417647,0
C4519323,C1420527,0
C4519323,C1412691,0
C4519323,C1418674,0
C4519323,C1418469,0
C4519323,C1418470,0
C4519323,C1414085,0
C4519323,C3469975,0
C4519323,C1420150,0
C4726929,C1538301,0
C4726929,C1415012,0
C4726929,C1415009,0
C4726929,C1417647,0
C4726929,C1420527,0
C4726929,C1412691,0
C4726929,C1418674,0
C4726929,C1418469,0
C4726929,C1418470,0
C4726929,C1414085,0
C4726929,C3469975,0
C4726929,C1420150,0
C0022625,C1538301,0
C0022625,C1415012,0
C0022625,C1415009,0
C0022625,C1417647,0
C0022625,C1420527,0
C0022625,C1412691,0
C0022625,C1418674,0
C0022625,C1418469,0
C0022625,C1418470,0
C0022625,C1414085,0
C0022625,C3469975,0
C0022625,C1420150,0
C0163055,C1538301,0
C0163055,C1415012,0
C0163055,C1415009,0
C0163055,C1417647,0
C0163055,C1420527,0
C0163055,C1412691,0
C0163055,C1418674,0
C0163055,C1418469,0
C0163055,C1418470,0
C0163055,C1414085,0
C0163055,C3469975,0
C0163055,C1420150,0
C0245514,C1538301,0
C0245514,C1415012,0
C0245514,C1415009,0
C0245514,C1417647,0
C0245514,C1420527,0
C0245514,C1412691,0
C0245514,C1418674,0
C0245514,C1418469,0
C0245514,C1418470,0
C0245514,C1414085,0
C0245514,C3469975,0
C0245514,C1420150,0
C0389490,C1538301,0
C0389490,C1415012,0
C0389490,C1415009,0
C0389490,C1417647,0
C0389490,C1420527,0
C0389490,C1412691,0
C0389490,C1418674,0
C0389490,C1418469,0
C0389490,C1418470,0
C0389490,C1414085,0
C0389490,C3469975,0
C0389490,C1420150,0
C0961209,C1538301,0
C0961209,C1415012,0
C0961209,C1415009,0
C0961209,C1417647,0
C0961209,C1420527,0
C0961209,C1412691,0
C0961209,C1418674,0
