Drug_UMLS_CUI,Disease_UMLS_CUI,GROUNDTRUTH
C1610414,C1849508,0
C1610414,C0043459,0
C1610414,C0024408,0
C1610414,C0268631,0
C1610414,C0268595,0
C1610414,C0027126,0
C1610414,C0268467,0
C1610414,C0349653,0
C0770564,C0023264,0
C0770564,C0751882,0
C0770564,C1849508,0
C0770564,C0043459,0
C0770564,C0024408,0
C0770564,C0268631,0
C0770564,C0268595,0
C0770564,C0027126,0
C0770564,C0268467,0
C0770564,C0349653,0
C0208407,C0023264,0
C0208407,C0751882,0
C0208407,C1849508,0
C0208407,C0043459,0
C0208407,C0024408,0
C0208407,C0268631,0
C0208407,C0268595,0
C0208407,C0027126,0
C0208407,C0268467,0
C0208407,C0349653,0
C0209738,C0023264,0
C0209738,C0751882,0
C0209738,C1849508,0
C0209738,C0043459,0
C0209738,C0024408,0
C0209738,C0268631,0
C0209738,C0268595,0
C0209738,C0027126,0
C0209738,C0268467,0
C0209738,C0349653,0
C0754659,C0023264,0
C0754659,C0751882,0
C0754659,C1849508,0
C0754659,C0043459,0
C0754659,C0024408,0
C0754659,C0268631,0
C0754659,C0268595,0
C0754659,C0027126,0
C0754659,C0268467,0
C0754659,C0349653,0
C1257689,C0023264,0
C1257689,C0751882,0
C1257689,C1849508,0
C1257689,C0043459,0
C1257689,C0024408,0
C1257689,C0268631,0
C1257689,C0268595,0
C1257689,C0027126,0
C1257689,C0268467,0
C1257689,C0349653,0
C0376160,C0023264,0
C0376160,C0751882,0
C0376160,C1849508,0
C0376160,C0043459,0
C0376160,C0024408,0
C0376160,C0268631,0
C0376160,C0268595,0
C0376160,C0027126,0
C0376160,C0268467,0
C0376160,C0349653,0
C2987716,C0023264,0
C2987716,C0751882,0
C2987716,C1849508,0
C2987716,C0043459,0
C2987716,C0024408,0
C2987716,C0268631,0
C2987716,C0268595,0
C2987716,C0027126,0
C2987716,C0268467,0
C2987716,C0349653,0
C3485619,C0023264,0
C3485619,C0751882,0
C3485619,C1849508,0
C3485619,C0043459,0
C3485619,C0024408,0
C3485619,C0268595,0
C3485619,C0027126,0
C3485619,C0349653,0
C3899947,C0023264,0
C3899947,C0751882,0
C3899947,C1849508,0
C3899947,C0043459,0
C3899947,C0024408,0
C3899947,C0268631,0
C3899947,C0268595,0
C3899947,C0027126,0
C3899947,C0268467,0
C3899947,C0349653,0
C0039294,C0023264,0
C0039294,C0751882,0
C0039294,C1849508,0
C0039294,C0043459,0
C0039294,C0024408,0
C0039294,C0268631,0
C0039294,C0268595,0
C0039294,C0027126,0
C0039294,C0268467,0
C0039294,C0349653,0
C4042416,C0023264,0
C4042416,C0751882,0
C4042416,C1849508,0
C4042416,C0043459,0
C4042416,C0024408,0
C4042416,C0268595,0
C4042416,C0027126,0
C4042416,C0349653,0
C1098320,C0023264,0
C1098320,C0751882,0
C1098320,C1849508,0
C1098320,C0043459,0
C1098320,C0024408,0
C1098320,C0268631,0
C1098320,C0268595,0
C1098320,C0027126,0
C1098320,C0268467,0
C1098320,C0349653,0
C0905598,C0023264,0
C0905598,C0751882,0
C0905598,C1849508,0
C0905598,C0043459,0
C0905598,C0024408,0
C0905598,C0268631,0
C0905598,C0268595,0
C0905598,C0027126,0
C0905598,C0268467,0
C0905598,C0349653,0
C0033511,C0023264,0
C0033511,C0751882,0
C0033511,C1849508,0
C0033511,C0043459,0
C0033511,C0024408,0
C0033511,C0268631,0
C0033511,C0268595,0
C0033511,C0027126,0
C0033511,C0268467,0
C0033511,C0349653,0
C0170531,C0023264,0
C0170531,C0751882,0
C0170531,C1849508,0
C0170531,C0043459,0
C0170531,C0268631,0
C0170531,C0268595,0
C0170531,C0027126,0
C0170531,C0268467,0
C0170531,C0349653,0
C2699210,C0023264,0
C2699210,C0751882,0
C2699210,C1849508,0
C2699210,C0043459,0
C2699210,C0024408,0
C2699210,C0268631,0
C2699210,C0268595,0
C2699210,C0027126,0
C2699210,C0268467,0
C2699210,C0349653,0
C0753318,C0023264,0
C0753318,C0751882,0
C0753318,C1849508,0
C0753318,C0043459,0
C0753318,C0024408,0
C0753318,C0268631,0
C0753318,C0268595,0
C0753318,C0027126,0
C0753318,C0268467,0
C0753318,C0349653,0
C0541315,C0023264,0
C0541315,C0751882,0
C0541315,C1849508,0
C0541315,C0043459,0
C0541315,C0024408,0
C0541315,C0268631,0
C0541315,C0268595,0
C0541315,C0027126,0
C0541315,C0268467,0
C0541315,C0349653,0
C0039286,C0023264,0
C0039286,C0751882,0
C0039286,C1849508,0
C0039286,C0043459,0
C0039286,C0024408,0
C0039286,C0268631,0
C0039286,C0268595,0
C0039286,C0027126,0
C0039286,C0268467,0
C0039286,C0349653,0
C0052940,C0023264,0
C0052940,C0751882,0
C0052940,C1849508,0
C0052940,C0043459,0
C0052940,C0024408,0
C0052940,C0268631,0
C0052940,C0268595,0
C0052940,C0027126,0
C0052940,C0268467,0
C0052940,C0349653,0
C0033501,C0023264,0
C0033501,C0751882,0
C0033501,C0024408,0
C0286738,C0023264,0
C0286738,C0751882,0
C0286738,C1849508,0
C0286738,C0043459,0
C0286738,C0024408,0
C0286738,C0268631,0
C0286738,C0268595,0
C0286738,C0027126,0
C0286738,C0268467,0
C0286738,C0349653,0
C0021528,C0023264,0
C0021528,C0751882,0
C0021528,C1849508,0
C0021528,C0043459,0
C0021528,C0024408,0
C0021528,C0268631,0
C0021528,C0268595,0
C0021528,C0027126,0
C0021528,C0268467,0
C0021528,C0349653,0
C0040263,C0023264,0
C0040263,C0751882,0
C0040263,C1849508,0
C0040263,C0043459,0
C0040263,C0024408,0
C0040263,C0268631,0
C0040263,C0268595,0
C0040263,C0027126,0
C0040263,C0268467,0
C0040263,C0349653,0
C1143018,C0023264,0
C1143018,C0751882,0
C1143018,C1849508,0
C1143018,C0043459,0
C1143018,C0024408,0
C1143018,C0268631,0
C1143018,C0268595,0
C1143018,C0027126,0
C1143018,C0268467,0
C1143018,C0349653,0
C0006376,C0023264,0
C0006376,C0751882,0
C0006376,C1849508,0
C0006376,C0043459,0
C0006376,C0024408,0
C0006376,C0268631,0
C0006376,C0268595,0
C0006376,C0027126,0
C0006376,C0268467,0
C0006376,C0349653,0
C0084528,C0023264,0
C0084528,C0751882,0
C0084528,C1849508,0
C0084528,C0043459,0
C0084528,C0024408,0
C0084528,C0268631,0
C0084528,C0268595,0
C0084528,C0027126,0
C0084528,C0268467,0
C0084528,C0349653,0
C0246269,C0023264,0
C0246269,C0751882,0
C0246269,C1849508,0
C0246269,C0043459,0
C0246269,C0024408,0
C0246269,C0268631,0
C0246269,C0268595,0
C0246269,C0027126,0
C0246269,C0268467,0
C0246269,C0349653,0
C4507568,C0023264,0
C4507568,C0751882,0
C4507568,C1849508,0
C4507568,C0043459,0
C4507568,C0024408,0
C4507568,C0268631,0
C4507568,C0268595,0
C4507568,C0027126,0
C4507568,C0268467,0
C4507568,C0349653,0
C1565750,C0023264,0
C1565750,C0751882,0
C1565750,C1849508,0
C1565750,C0043459,0
C1565750,C0024408,0
C1565750,C0268631,0
C1565750,C0268595,0
C1565750,C0027126,0
C1565750,C0268467,0
C1565750,C0349653,0
C2698371,C0023264,0
C2698371,C0751882,0
C2698371,C1849508,0
C2698371,C0043459,0
C2698371,C0024408,0
C2698371,C0268631,0
C2698371,C0268595,0
C2698371,C0027126,0
C2698371,C0268467,0
C2698371,C0349653,0
C2746078,C0023264,0
C2746078,C0751882,0
C2746078,C1849508,0
C2746078,C0043459,0
C2746078,C0024408,0
C2746078,C0268631,0
C2746078,C0268595,0
C2746078,C0027126,0
C2746078,C0268467,0
C2746078,C0349653,0
C4086899,C0023264,0
C4086899,C0751882,0
C4086899,C1849508,0
C4086899,C0043459,0
C4086899,C0024408,0
C4086899,C0268631,0
C4086899,C0268595,0
C4086899,C0027126,0
C4086899,C0268467,0
C4086899,C0349653,0
C0699376,C0023264,0
C0699376,C0751882,0
C0699376,C1849508,0
C0699376,C0043459,0
C0699376,C0024408,0
C0699376,C0268631,0
C0699376,C0268595,0
C0699376,C0027126,0
C0699376,C0268467,0
C0699376,C0349653,0
C0028156,C0023264,0
C0028156,C0751882,0
C0028156,C1849508,0
C0028156,C0043459,0
C0028156,C0024408,0
C0028156,C0268631,0
C0028156,C0268595,0
C0028156,C0027126,0
C0028156,C0268467,0
C0028156,C0349653,0
C3714572,C0023264,0
C3714572,C0751882,0
C3714572,C1849508,0
C3714572,C0043459,0
C3714572,C0024408,0
C3714572,C0268631,0
C3714572,C0268595,0
C3714572,C0027126,0
C3714572,C0268467,0
C3714572,C0349653,0
C0005013,C0023264,0
C0005013,C0751882,0
C0005013,C1849508,0
C0005013,C0043459,0
C0005013,C0024408,0
C0005013,C0268631,0
C0005013,C0268595,0
C0005013,C0027126,0
C0005013,C0268467,0
C0005013,C0349653,0
C0005011,C0023264,0
C0005011,C0751882,0
C0005011,C1849508,0
C0005011,C0043459,0
C0005011,C0024408,0
C0005011,C0268631,0
C0005011,C0268595,0
C0005011,C0027126,0
C0005011,C0268467,0
C0005011,C0349653,0
C0013900,C0023264,0
C0013900,C0751882,0
C0013900,C1849508,0
C0013900,C0043459,0
C0013900,C0024408,0
C0013900,C0268631,0
C0013900,C0268595,0
C0013900,C0027126,0
C0013900,C0268467,0
C0013900,C0349653,0
C4329353,C0023264,0
C4329353,C0751882,0
C4329353,C1849508,0
C4329353,C0043459,0
C4329353,C0024408,0
C4329353,C0268631,0
C4329353,C0268595,0
C4329353,C0027126,0
C4329353,C0268467,0
C4329353,C0349653,0
C0039267,C0023264,0
C0039267,C0751882,0
C0039267,C1849508,0
C0039267,C0043459,0
C0039267,C0024408,0
C0039267,C0268631,0
C0039267,C0268595,0
C0039267,C0027126,0
C0039267,C0268467,0
C0039267,C0349653,0
C0021978,C0023264,0
C0021978,C0751882,0
C0021978,C1849508,0
C0021978,C0043459,0
C0021978,C0024408,0
C0021978,C0268595,0
C0021978,C0027126,0
C0021978,C0349653,0
C0388976,C0023264,0
C0388976,C0751882,0
C0388976,C1849508,0
C0388976,C0043459,0
C0388976,C0024408,0
C0388976,C0268631,0
C0388976,C0268595,0
C0388976,C0027126,0
C0388976,C0268467,0
C0388976,C0349653,0
C0001927,C0036572,0
C0001927,C0282528,0
C0001927,C0033860,0
C0001927,C0149893,0
C0001927,C0020541,0
C0001927,C0023895,0
C0001927,C0030193,0
C0001927,C1535926,0
C0001927,C0026769,0
C0001927,C0023890,0
C0001927,C0002395,0
C0001927,C0027051,0
C0001927,C2931688,0
C0001927,C0162635,0
C0001927,C0014553,0
C0001927,C0037772,0
C0001927,C1142166,0
C0001927,C0038220,0
C0001927,C0085612,0
C0001927,C0022972,0
C0001927,C0004604,0
C0001927,C0029408,0
C0001927,C0003873,0
C0001927,C0026896,0
C0001927,C0009806,0
C0001927,C0023264,0
C0001927,C0038868,0
C0001927,C0029121,0
C0001927,C0687148,0
C0001927,C0342895,0
C0001927,C0085649,0
C0001927,C0002736,0
C0001927,C0001125,0
C0001927,C0004238,0
C0001927,C0376358,0
C0001927,C0007959,0
C0001927,C0037928,0
C0001927,C0022661,0
C0001927,C0004352,0
C0001927,C1692317,0
C0001927,C0037769,0
C0001927,C0553604,0
C0001927,C3495559,0
C0001927,C0033845,0
C0001927,C0020538,0
C0001927,C0032580,0
C0001927,C0001916,0
C0001927,C1849508,0
C0001927,C0020258,0
C0001927,C0003537,0
C0001927,C0004106,0
C0001927,C0030568,0
C0001927,C0030567,0
C0001927,C1510471,0
C0001927,C0520679,0
C0001927,C0020490,0
C0001927,C0948089,0
C0001927,C0013604,0
C0001927,C0016719,0
C0001927,C0442874,0
C0001927,C0087012,0
C0001927,C0011269,0
C0001927,C0017612,0
C0001927,C2711227,0
C0001927,C0015397,0
C0001927,C0026847,0
C0001927,C0026848,0
C0001927,C0206693,0
C0001927,C0338451,0
C0001927,C0006325,0
C0001927,C0236780,0
C0001927,C0005586,0
C0001927,C0031485,0
C0001927,C0027092,0
C0001927,C0162316,0
C0001927,C1956346,0
C0001927,C0043459,0
C0001927,C0008350,0
C0001927,C0011882,0
C0001927,C0751965,0
C0001927,C0027947,0
C0001927,C0009324,0
C0001927,C0006057,0
C0001927,C0085417,0
C0001927,C0242383,0
C0001927,C0022658,0
C0001927,C0028754,0
C0001927,C0242422,0
C0001927,C0238052,0
C0001927,C0011884,0
C0001927,C0015967,0
C0001927,C0684249,0
C0001927,C0278883,0
C0001927,C1168401,0
C0001927,C0206754,0
C0001927,C0042510,0
C0001927,C0751435,0
C0001927,C0751436,0
C0001927,C0271051,0
C0001927,C0022104,0
C0001927,C0002418,0
C0001927,C0021775,0
C0001927,C0024408,0
C0001927,C0002895,0
C0001927,C0268631,0
C0001927,C0006826,0
C0001927,C0268595,0
C0001927,C0751434,0
C0001927,C0013238,0
C0001927,C0752120,0
C0001927,C0752121,0
C0001927,C0078918,0
C0001927,C0036341,0
C0001927,C0017601,0
C0001927,C0014335,0
C0001927,C0035372,0
C0001927,C0393735,0
C0001927,C0150055,0
C0001927,C0020179,0
C0001927,C0003578,0
C0001927,C0282512,0
C0001927,C0027126,0
C0001927,C0268467,0
C0001927,C0349653,0
C0001927,C0393571,0
C0001927,C1563715,0
C0001927,C0175694,0
C0001927,C0035258,0
C0001927,C0017605,0
C0001927,C3714756,0
C1143028,C0023264,0
C1143028,C0751882,0
C1143028,C1849508,0
C1143028,C0043459,0
C1143028,C0024408,0
C1143028,C0268631,0
C1143028,C0268595,0
C1143028,C0027126,0
C1143028,C0268467,0
C1143028,C0349653,0
C0282386,C0023264,0
C0282386,C0751882,0
C0282386,C1849508,0
C0282386,C0043459,0
C0282386,C0024408,0
C0282386,C0268631,0
C0282386,C0268595,0
C0282386,C0027126,0
C0282386,C0268467,0
C0282386,C0349653,0
C1451502,C0023264,0
C1451502,C0751882,0
C1451502,C1849508,0
C1451502,C0043459,0
C1451502,C0024408,0
C1451502,C0268631,0
C1451502,C0268595,0
C1451502,C0027126,0
C1451502,C0268467,0
C1451502,C0349653,0
C0021971,C0023264,0
C0021971,C0751882,0
C0021971,C1849508,0
C0021971,C0043459,0
C0021971,C0024408,0
C0021971,C0268631,0
C0021971,C0268595,0
C0021971,C0027126,0
C0021971,C0268467,0
C0021971,C0349653,0
C3851115,C0023264,0
C3851115,C0751882,0
C3851115,C1849508,0
C3851115,C0043459,0
C3851115,C0024408,0
C3851115,C0268631,0
C3851115,C0268595,0
C3851115,C0027126,0
C3851115,C0268467,0
C3851115,C0349653,0
C0028127,C0023264,0
C0028127,C0751882,0
C0028127,C1849508,0
C0028127,C0043459,0
C0028127,C0024408,0
C0028127,C0268631,0
C0028127,C0268595,0
C0028127,C0027126,0
C0028127,C0268467,0
C0028127,C0349653,0
C0069392,C0024408,0
C0069392,C0027126,0
C0393080,C0023264,0
C0393080,C0751882,0
C0393080,C1849508,0
C0393080,C0043459,0
C0393080,C0024408,0
C0393080,C0268631,0
C0393080,C0268595,0
C0393080,C0027126,0
C0393080,C0268467,0
C0393080,C0349653,0
C4279587,C0023264,0
C4279587,C0751882,0
C4279587,C1849508,0
C4279587,C0043459,0
C4279587,C0024408,0
C4279587,C0268631,0
C4279587,C0268595,0
C4279587,C0027126,0
C4279587,C0268467,0
C4279587,C0349653,0
C4519536,C0023264,0
C4519536,C0751882,0
C4519536,C1849508,0
C4519536,C0043459,0
C4519536,C0024408,0
C4519536,C0268631,0
C4519536,C0268595,0
C4519536,C0027126,0
C4519536,C0268467,0
C4519536,C0349653,0
C0069397,C0023264,0
C0069397,C0751882,0
C0069397,C1849508,0
C0069397,C0043459,0
C0069397,C0024408,0
C0069397,C0268631,0
C0069397,C0268595,0
C0069397,C0027126,0
C0069397,C0268467,0
C0069397,C0349653,0
C0049065,C0023264,0
C0049065,C0751882,0
C0049065,C1849508,0
C0049065,C0043459,0
C0049065,C0024408,0
C0049065,C0268631,0
C0049065,C0268595,0
C0049065,C0027126,0
C0049065,C0268467,0
C0049065,C0349653,0
C0006351,C0023264,0
C0006351,C0751882,0
C0006351,C1849508,0
C0006351,C0043459,0
C0006351,C0024408,0
C0006351,C0268631,0
C0006351,C0268595,0
C0006351,C0027126,0
C0006351,C0268467,0
C0006351,C0349653,0
C0001911,C0023264,0
C0001911,C0751882,0
C0001911,C1849508,0
C0001911,C0043459,0
C0001911,C0024408,0
C0001911,C0268631,0
C0001911,C0268595,0
C0001911,C0027126,0
C0001911,C0268467,0
C0001911,C0349653,0
C1958300,C0023264,0
C1958300,C0751882,0
C1958300,C1849508,0
C1958300,C0043459,0
C1958300,C0024408,0
C1958300,C0268631,0
C1958300,C0268595,0
C1958300,C0027126,0
C1958300,C0268467,0
C1958300,C0349653,0
C0537270,C0023264,0
C0537270,C0751882,0
C0537270,C1849508,0
C0537270,C0043459,0
C0537270,C0024408,0
C0537270,C0268631,0
C0537270,C0268595,0
C0537270,C0027126,0
C0537270,C0268467,0
C0537270,C0349653,0
C0011705,C0023264,0
C0011705,C0751882,0
C0011705,C1849508,0
C0011705,C0043459,0
C0011705,C0024408,0
C0011705,C0268631,0
C0011705,C0268595,0
C0011705,C0027126,0
C0011705,C0268467,0
C0011705,C0349653,0
C0005035,C0023264,0
C0005035,C0751882,0
C0005035,C1849508,0
C0005035,C0043459,0
C0005035,C0024408,0
C0005035,C0268631,0
C0005035,C0268595,0
C0005035,C0027126,0
C0005035,C0268467,0
C0005035,C0349653,0
C0011707,C0023264,0
C0011707,C0751882,0
C0011707,C1849508,0
C0011707,C0043459,0
C0011707,C0024408,0
C0011707,C0268631,0
C0011707,C0268595,0
C0011707,C0027126,0
C0011707,C0268467,0
C0011707,C0349653,0
C0772301,C0023264,0
C0772301,C0751882,0
C0772301,C1849508,0
C0772301,C0043459,0
C0772301,C0024408,0
C0772301,C0268631,0
C0772301,C0268595,0
C0772301,C0027126,0
C0772301,C0268467,0
C0772301,C0349653,0
C0032623,C0023264,0
C0032623,C0751882,0
C0032623,C1849508,0
C0032623,C0043459,0
C0032623,C0024408,0
C0032623,C0268631,0
C0032623,C0268595,0
C0032623,C0027126,0
C0032623,C0268467,0
C0032623,C0349653,0
C0145106,C0023264,0
C0145106,C0751882,0
C0145106,C1849508,0
C0145106,C0043459,0
C0145106,C0024408,0
C0145106,C0268631,0
C0145106,C0268595,0
C0145106,C0027126,0
C0145106,C0268467,0
C0145106,C0349653,0
C0039245,C0023264,0
C0039245,C0751882,0
C0039245,C1849508,0
C0039245,C0043459,0
C0039245,C0024408,0
C0039245,C0268631,0
C0039245,C0268595,0
C0039245,C0027126,0
C0039245,C0268467,0
C0039245,C0349653,0
C0018304,C0023264,0
C0018304,C0751882,0
C0018304,C0043459,0
C0018304,C0024408,0
C0018304,C0268595,0
C0018304,C0027126,0
C0018304,C0349653,0
C1527027,C0023264,0
C1527027,C0751882,0
C1527027,C1849508,0
C1527027,C0043459,0
C1527027,C0024408,0
C1527027,C0268631,0
C1527027,C0268595,0
C1527027,C0027126,0
C1527027,C0268467,0
C1527027,C0349653,0
C0672708,C0023264,0
C0672708,C0751882,0
C0672708,C1849508,0
C0672708,C0043459,0
C0672708,C0024408,0
C0672708,C0268631,0
C0672708,C0268595,0
C0672708,C0027126,0
C0672708,C0268467,0
C0672708,C0349653,0
C4508861,C0023264,0
C4508861,C0751882,0
C4508861,C1849508,0
C4508861,C0043459,0
C4508861,C0024408,0
C4508861,C0268631,0
C4508861,C0268595,0
C4508861,C0027126,0
C4508861,C0268467,0
C4508861,C0349653,0
C2000088,C0023264,0
C2000088,C0751882,0
C2000088,C1849508,0
C2000088,C0043459,0
C2000088,C0024408,0
C2000088,C0268631,0
C2000088,C0268595,0
C2000088,C0027126,0
C2000088,C0268467,0
C2000088,C0349653,0
C1177218,C0023264,0
C1177218,C0751882,0
C1177218,C1849508,0
C1177218,C0043459,0
C1177218,C0024408,0
C1177218,C0268631,0
C1177218,C0268595,0
C1177218,C0027126,0
C1177218,C0268467,0
C1177218,C0349653,0
C4718959,C0023264,0
C4718959,C0751882,0
C4718959,C1849508,0
C4718959,C0043459,0
C4718959,C0024408,0
C4718959,C0268631,0
C4718959,C0268595,0
C4718959,C0027126,0
C4718959,C0268467,0
C4718959,C0349653,0
C0072591,C0023264,0
C0072591,C0751882,0
C0072591,C1849508,0
C0072591,C0043459,0
C0072591,C0024408,0
C0072591,C0268631,0
C0072591,C0268595,0
C0072591,C0027126,0
C0072591,C0268467,0
C0072591,C0349653,0
C0013090,C0023264,0
C0013090,C0751882,0
C0013090,C1849508,0
C0013090,C0043459,0
C0013090,C0024408,0
C0013090,C0268631,0
C0013090,C0268595,0
C0013090,C0027126,0
C0013090,C0268467,0
C0013090,C0349653,0
C1435444,C0023264,0
C1435444,C0751882,0
C1435444,C1849508,0
C1435444,C0043459,0
C1435444,C0024408,0
C1435444,C0268631,0
C1435444,C0268595,0
C1435444,C0027126,0
C1435444,C0268467,0
C1435444,C0349653,0
C4718951,C0023264,0
C4718951,C0751882,0
C4718951,C1849508,0
C4718951,C0043459,0
C4718951,C0024408,0
C4718951,C0268631,0
C4718951,C0268595,0
C4718951,C0027126,0
C4718951,C0268467,0
C4718951,C0349653,0
C4317329,C0023264,0
C4317329,C0751882,0
C4317329,C1849508,0
C4317329,C0043459,0
C4317329,C0024408,0
C4317329,C0268631,0
C4317329,C0268595,0
C4317329,C0027126,0
C4317329,C0268467,0
C4317329,C0349653,0
C1122583,C0023264,0
C1122583,C0751882,0
C1122583,C1849508,0
C1122583,C0043459,0
C1122583,C0024408,0
C1122583,C0268631,0
C1122583,C0268595,0
C1122583,C0027126,0
C1122583,C0268467,0
C1122583,C0349653,0
C0076959,C0023264,0
C0076959,C0751882,0
C0076959,C1849508,0
C0076959,C0043459,0
C0076959,C0024408,0
C0076959,C0268631,0
C0076959,C0268595,0
C0076959,C0027126,0
C0076959,C0268467,0
C0076959,C0349653,0
C4718950,C0023264,0
C4718950,C0751882,0
C4718950,C1849508,0
C4718950,C0043459,0
C4718950,C0024408,0
C4718950,C0268631,0
C4718950,C0268595,0
C4718950,C0027126,0
C4718950,C0268467,0
C4718950,C0349653,0
C2316164,C0023264,0
C2316164,C0751882,0
C2316164,C1849508,0
C2316164,C0043459,0
C2316164,C0024408,0
C2316164,C0268631,0
C2316164,C0268595,0
C2316164,C0027126,0
C2316164,C0268467,0
C2316164,C0349653,0
C0060135,C0023264,0
C0060135,C0751882,0
C0060135,C1849508,0
C0060135,C0043459,0
C0060135,C0024408,0
C0060135,C0268631,0
C0060135,C0268595,0
C0060135,C0027126,0
C0060135,C0268467,0
C0060135,C0349653,0
C0596004,C0023264,0
C0596004,C0751882,0
C0596004,C1849508,0
C0596004,C0043459,0
C0596004,C0024408,0
C0596004,C0268631,0
C0596004,C0268595,0
C0596004,C0027126,0
C0596004,C0268467,0
C0596004,C0349653,0
C1529212,C0023264,0
C1529212,C0751882,0
C1529212,C1849508,0
C1529212,C0043459,0
C1529212,C0024408,0
C1529212,C0268631,0
C1529212,C0268595,0
C1529212,C0027126,0
C1529212,C0268467,0
C1529212,C0349653,0
C0008996,C0023264,0
C0008996,C0751882,0
C0008996,C1849508,0
C0008996,C0043459,0
C0008996,C0024408,0
C0008996,C0268631,0
C0008996,C0268595,0
C0008996,C0027126,0
C0008996,C0268467,0
C0008996,C0349653,0
C0028116,C0023264,0
C0028116,C0751882,0
C0028116,C1849508,0
C0028116,C0043459,0
C0028116,C0024408,0
C0028116,C0268631,0
C0028116,C0268595,0
C0028116,C0027126,0
C0028116,C0268467,0
C0028116,C0349653,0
C0972314,C0023264,0
C0972314,C0751882,0
C0972314,C1849508,0
C0972314,C0043459,0
C0972314,C0024408,0
C0972314,C0268631,0
C0972314,C0268595,0
C0972314,C0027126,0
C0972314,C0268467,0
C0972314,C0349653,0
C1455035,C0023264,0
C1455035,C0751882,0
C1455035,C1849508,0
C1455035,C0043459,0
C1455035,C0024408,0
C1455035,C0268631,0
C1455035,C0268595,0
C1455035,C0027126,0
C1455035,C0268467,0
C1455035,C0349653,0
C4279599,C0023264,0
C4279599,C0751882,0
C4279599,C1849508,0
C4279599,C0043459,0
C4279599,C0024408,0
C4279599,C0268631,0
C4279599,C0268595,0
C4279599,C0027126,0
C4279599,C0268467,0
C4279599,C0349653,0
C0075616,C0023264,0
C0075616,C0751882,0
C0075616,C1849508,0
C0075616,C0043459,0
C0075616,C0024408,0
C0075616,C0268631,0
C0075616,C0268595,0
C0075616,C0027126,0
C0075616,C0268467,0
C0075616,C0349653,0
C4256018,C0023264,0
C4256018,C0751882,0
C4256018,C1849508,0
C4256018,C0043459,0
C4256018,C0024408,0
C4256018,C0268631,0
C4256018,C0268595,0
C4256018,C0027126,0
C4256018,C0268467,0
C4256018,C0349653,0
C1572489,C0023264,0
C1572489,C0751882,0
C1572489,C1849508,0
C1572489,C0043459,0
C1572489,C0024408,0
C1572489,C0268631,0
C1572489,C0268595,0
C1572489,C0027126,0
C1572489,C0268467,0
C1572489,C0349653,0
C0021936,C0023264,0
C0021936,C0751882,0
C0021936,C1849508,0
C0021936,C0043459,0
C0021936,C0024408,0
C0021936,C0268631,0
C0021936,C0268595,0
C0021936,C0027126,0
C0021936,C0268467,0
C0021936,C0349653,0
C2698385,C0023264,0
C2698385,C0751882,0
C2698385,C1849508,0
C2698385,C0043459,0
C2698385,C0024408,0
C2698385,C0268631,0
C2698385,C0268595,0
C2698385,C0027126,0
C2698385,C0268467,0
C2698385,C0349653,0
C0064987,C0023264,0
C0064987,C0751882,0
C0064987,C1849508,0
C0064987,C0043459,0
C0064987,C0024408,0
C0064987,C0268631,0
C0064987,C0268595,0
C0064987,C0027126,0
C0064987,C0268467,0
C0064987,C0349653,0
C1529660,C0023264,0
C1529660,C0751882,0
C1529660,C1849508,0
C1529660,C0043459,0
C1529660,C0024408,0
C1529660,C0268631,0
C1529660,C0268595,0
C1529660,C0027126,0
C1529660,C0268467,0
C1529660,C0349653,0
C1739768,C0023264,0
C1739768,C0751882,0
C1739768,C1849508,0
C1739768,C0043459,0
C1739768,C0024408,0
C1739768,C0268631,0
C1739768,C0268595,0
C1739768,C0027126,0
C1739768,C0268467,0
C1739768,C0349653,0
C0042878,C0023264,0
C0042878,C0751882,0
C0042878,C1849508,0
C0042878,C0043459,0
C0042878,C0024408,0
C0042878,C0268631,0
C0042878,C0268595,0
C0042878,C0027126,0
C0042878,C0268467,0
C0042878,C0349653,0
C0048176,C0023264,0
C0048176,C0751882,0
C0048176,C1849508,0
C0048176,C0043459,0
C0048176,C0024408,0
C0048176,C0268631,0
C0048176,C0268595,0
C0048176,C0027126,0
C0048176,C0268467,0
C0048176,C0349653,0
C0030896,C0023264,0
C0030896,C0751882,0
C0030896,C1849508,0
C0030896,C0043459,0
C0030896,C0024408,0
C0030896,C0268631,0
C0030896,C0268595,0
C0030896,C0027126,0
C0030896,C0268467,0
C0030896,C0349653,0
C2935222,C0023264,0
C2935222,C0751882,0
C2935222,C0043459,0
C2935222,C0024408,0
C2935222,C0268595,0
C2935222,C0027126,0
C2935222,C0349653,0
C2351398,C0023264,0
C2351398,C0751882,0
C2351398,C1849508,0
C2351398,C0043459,0
C2351398,C0024408,0
C2351398,C0268631,0
C2351398,C0268595,0
C2351398,C0027126,0
C2351398,C0268467,0
C2351398,C0349653,0
C0030899,C0023264,0
C0030899,C0751882,0
C0030899,C1849508,0
C0030899,C0043459,0
C0030899,C0024408,0
C0030899,C0268631,0
C0030899,C0268595,0
C0030899,C0027126,0
C0030899,C0268467,0
C0030899,C0349653,0
C1508759,C0023264,0
C1508759,C0751882,0
C1508759,C1849508,0
C1508759,C0043459,0
C1508759,C0024408,0
C1508759,C0268631,0
C1508759,C0268595,0
C1508759,C0027126,0
C1508759,C0268467,0
C1508759,C0349653,0
C0060156,C0023264,0
C0060156,C0751882,0
C0060156,C1849508,0
